WWR-EW,WWR-NS,ShadeType,SHGC,VLT,U-value,ExWall,Ventilation,EUI (kWh/m2),ELECp (W/m2),Daylight Autonomy,Excessive Daylight,EUI Saved(-)Wasted(+),REF_ELECp,REF_DA,REF_ExcDA,OT26% - L5-Student-Com-NE,OT26% - L5-Studio-SW,OT26% - L5-Studio-SE,OT26% - L5-Studio-NW,img
45,25,1,0.25,0.33,2.5,2.8,1,14.04,16.93,20.54,0.56,-24.43,-13.89,-25.69,-62.42,2.48,6.07,6.02,7.33,option_501.png
25,35,1,0.25,0.33,2.5,2.8,1,12.16,19.22,9.49,0.41,-34.55,-2.24,-65.67,-72.48,1.78,5.61,5.62,6.34,option_502.png
35,35,1,0.25,0.33,2.5,2.8,1,13.33,17.74,14.62,0.49,-28.26,-9.77,-47.11,-67.11,2.18,6.54,5.82,7.68,option_503.png
45,35,1,0.25,0.33,2.5,2.8,1,14.36,16.55,21.79,0.58,-22.71,-15.82,-21.16,-61.07,2.51,5.99,5.94,7.15,option_504.png
25,45,1,0.25,0.33,2.5,2.8,1,12.53,18.8,10.76,0.44,-32.56,-4.37,-61.07,-70.47,1.84,5.83,5.57,6.72,option_505.png
35,45,1,0.25,0.33,2.5,2.8,1,13.51,18.02,15.92,0.52,-27.29,-8.34,-42.40,-65.10,2.21,6.51,5.89,7.49,option_506.png
45,45,1,0.25,0.33,2.5,2.8,1,14.42,19.12,22.99,0.61,-22.39,-2.75,-16.82,-59.06,2.55,5.99,5.98,6.92,option_507.png
25,25,2,0.25,0.33,2.5,2.8,1,11.18,15.02,7.13,0.06,-39.83,-23.60,-74.20,-95.97,0.89,4.9,4.39,5.46,option_508.png
35,25,2,0.25,0.33,2.5,2.8,1,11.55,14.46,10.33,0.08,-37.84,-26.45,-62.63,-94.63,0.83,3.81,3.97,4.7,option_509.png
45,25,2,0.25,0.33,2.5,2.8,1,12.73,14.5,13.65,0.1,-31.49,-26.25,-50.62,-93.29,0.8,4.1,3.62,4.35,option_510.png
25,35,2,0.25,0.33,2.5,2.8,1,11.08,14.93,7.63,0.07,-40.37,-24.06,-72.40,-95.30,0.86,4.46,4.21,5.14,option_511.png
35,35,2,0.25,0.33,2.5,2.8,1,11.65,15.13,10.94,0.09,-37.30,-23.04,-60.42,-93.96,0.82,3.66,3.81,4.54,option_512.png
45,35,2,0.25,0.33,2.5,2.8,1,12.28,14.65,14.21,0.11,-33.91,-25.48,-48.59,-92.62,0.8,4.12,3.45,4.21,option_513.png
25,45,2,0.25,0.33,2.5,2.8,1,11.16,15.42,8.16,0.07,-39.94,-21.57,-70.48,-95.30,0.82,4.29,3.89,5.14,option_514.png
35,45,2,0.25,0.33,2.5,2.8,1,11.66,14.97,11.39,0.09,-37.24,-23.86,-58.79,-93.96,0.81,3.61,3.68,4.19,option_515.png
45,45,2,0.25,0.33,2.5,2.8,1,12.45,14.3,14.74,0.11,-32.99,-27.26,-46.67,-92.62,0.78,3.65,3.45,3.56,option_516.png
25,25,0,0.35,0.43,2.5,2.8,1,14.42,17.88,20.94,1.27,-22.39,-9.05,-24.24,-14.77,3.73,9.17,9.39,10.84,option_517.png
35,25,0,0.35,0.43,2.5,2.8,1,15.77,20.72,31.45,1.76,-15.12,5.39,13.78,18.12,5.26,10.4,9.83,11.92,option_518.png
45,25,0,0.35,0.43,2.5,2.8,1,17.39,23.12,40.04,2.27,-6.40,17.60,44.86,52.35,6.88,11.61,11.37,12.55,option_519.png
25,35,0,0.35,0.43,2.5,2.8,1,14.54,18.2,22.26,1.31,-21.74,-7.43,-19.46,-12.08,3.81,8.9,9.28,10.91,option_520.png
35,35,0,0.35,0.43,2.5,2.8,1,15.8,21.01,32.58,1.8,-14.96,6.87,17.87,20.81,5.43,10.57,9.76,12.18,option_521.png
45,35,0,0.35,0.43,2.5,2.8,1,17.51,23.23,40.94,2.31,-5.76,18.16,48.12,55.03,7.18,11.7,11.52,12.72,option_522.png
25,45,0,0.35,0.43,2.5,2.8,1,14.62,18.59,23.38,1.35,-21.31,-5.44,-15.41,-9.40,4.04,9.06,9.22,11.1,option_523.png
35,45,0,0.35,0.43,2.5,2.8,1,15.98,19.7,33.49,1.85,-13.99,0.20,21.16,24.16,5.68,10.54,9.73,12.26,option_524.png
45,45,0,0.35,0.43,2.5,2.8,1,17.71,21.27,41.67,2.36,-4.68,8.19,50.76,58.39,7.45,11.94,11.58,13.85,option_525.png
25,25,1,0.35,0.43,2.5,2.8,1,13.3,19.01,13.46,0.61,-28.42,-3.31,-51.30,-59.06,2.79,7.69,7.55,9.08,option_526.png
35,25,1,0.35,0.43,2.5,2.8,1,14.19,18.12,22.93,0.74,-23.63,-7.83,-17.04,-50.34,3.48,8.42,7.98,9.04,option_527.png
45,25,1,0.35,0.43,2.5,2.8,1,15.3,20.14,31.69,0.88,-17.65,2.44,14.65,-40.94,4.29,8.55,8.34,9.24,option_528.png
25,35,1,0.35,0.43,2.5,2.8,1,13.19,19.1,15.17,0.65,-29.01,-2.85,-45.12,-56.38,2.95,7.32,7.02,8.96,option_529.png
35,35,1,0.35,0.43,2.5,2.8,1,14.21,19.54,24.4,0.78,-23.52,-0.61,-11.72,-47.65,3.61,8.3,7.69,8.96,option_530.png
45,35,1,0.35,0.43,2.5,2.8,1,15.47,20.62,32.8,0.92,-16.74,4.88,18.67,-38.26,4.36,8.46,8.37,9.11,option_531.png
25,45,1,0.35,0.43,2.5,2.8,1,13.29,19.15,16.55,0.69,-28.47,-2.59,-40.12,-53.69,3.08,7.59,7.12,9.34,option_532.png
35,45,1,0.35,0.43,2.5,2.8,1,14.43,19.44,25.44,0.82,-22.34,-1.12,-7.96,-44.97,3.72,8.32,7.71,9.42,option_533.png
45,45,1,0.35,0.43,2.5,2.8,1,15.5,21.02,33.83,0.97,-16.58,6.92,22.40,-34.90,4.6,8.48,7.93,9.34,option_534.png
25,25,2,0.35,0.43,2.5,2.8,1,11.5,15.18,10.04,0.1,-38.11,-22.79,-63.68,-93.29,1.07,5.3,4.82,6.04,option_535.png
35,25,2,0.35,0.43,2.5,2.8,1,11.9,13.91,14.35,0.13,-35.95,-29.25,-48.08,-91.28,0.99,4.62,4.47,5.27,option_536.png
45,25,2,0.35,0.43,2.5,2.8,1,12.62,14.96,18.64,0.17,-32.08,-23.91,-32.56,-88.59,0.91,4.69,4.03,4.71,option_537.png
25,35,2,0.35,0.43,2.5,2.8,1,11.51,15.63,10.77,0.1,-38.05,-20.50,-61.03,-93.29,1.06,4.99,4.7,5.89,option_538.png
35,35,2,0.35,0.43,2.5,2.8,1,11.81,14.15,15,0.13,-36.44,-28.03,-45.73,-91.28,0.97,4.36,4.26,5.16,option_539.png
45,35,2,0.35,0.43,2.5,2.8,1,12.78,14.68,19.31,0.17,-31.22,-25.33,-30.14,-88.59,0.9,4.44,3.96,4.53,option_540.png
25,45,2,0.35,0.43,2.5,2.8,1,11.46,15.66,11.38,0.1,-38.32,-20.35,-58.83,-93.29,1.02,4.89,4.49,5.7,option_541.png
35,45,2,0.35,0.43,2.5,2.8,1,12.18,14.7,15.71,0.14,-34.45,-25.23,-43.16,-90.60,0.97,4.41,4.26,5.08,option_542.png
45,45,2,0.35,0.43,2.5,2.8,1,12.97,14.45,19.95,0.17,-30.19,-26.50,-27.82,-88.59,0.94,4.24,4.16,4.46,option_543.png
25,25,0,0.45,0.53,2.5,2.8,1,15.89,18.72,28.27,1.52,-14.48,-4.78,2.28,2.01,5.32,11.35,11.18,13.37,option_544.png
35,25,0,0.45,0.53,2.5,2.8,1,17.57,23.17,39.52,2.11,-5.44,17.85,42.98,41.61,8.21,13.12,12.57,15.29,option_545.png
45,25,0,0.45,0.53,2.5,2.8,1,19.85,23.37,48.3,2.73,6.84,18.87,74.75,83.22,11.76,16.32,15.88,18.32,option_546.png
25,35,0,0.45,0.53,2.5,2.8,1,16.13,19.49,29.54,1.57,-13.19,-0.86,6.87,5.37,5.66,11.27,10.95,13.46,option_547.png
35,35,0,0.45,0.53,2.5,2.8,1,17.64,23.59,40.47,2.16,-5.06,19.99,46.42,44.97,8.56,12.65,12.41,15.49,option_548.png
45,35,0,0.45,0.53,2.5,2.8,1,19.94,23.98,49.18,2.78,7.32,21.97,77.93,86.58,12.52,16.4,15.76,18.97,option_549.png
25,45,0,0.45,0.53,2.5,2.8,1,16.14,19.52,30.59,1.63,-13.13,-0.71,10.67,9.40,6.04,11.19,11.14,13.61,option_550.png
35,45,0,0.45,0.53,2.5,2.8,1,18.13,20.92,41.45,2.22,-2.42,6.41,49.96,48.99,9.12,13.74,13.12,16.5,option_551.png
45,45,0,0.45,0.53,2.5,2.8,1,20.05,23.83,50.09,2.84,7.91,21.21,81.22,90.60,13.2,16.68,16.06,19.75,option_552.png
25,25,1,0.45,0.53,2.5,2.8,1,14.21,17.87,20.61,0.77,-23.52,-9.10,-25.43,-48.32,3.92,8.86,9.17,10.59,option_553.png
35,25,1,0.45,0.53,2.5,2.8,1,15.37,18.91,31.72,0.95,-17.28,-3.81,14.76,-36.24,5.03,9.65,9.38,11.26,option_554.png
45,25,1,0.45,0.53,2.5,2.8,1,16.65,21.74,40.69,1.13,-10.39,10.58,47.21,-24.16,6.44,10.25,10.59,11.36,option_555.png
25,35,1,0.45,0.53,2.5,2.8,1,14.21,18.04,22.35,0.82,-23.52,-8.24,-19.14,-44.97,4.11,8.44,9.19,10.66,option_556.png
35,35,1,0.45,0.53,2.5,2.8,1,15.41,19.52,33.05,0.99,-17.06,-0.71,19.57,-33.56,5.39,9.67,9.5,11.26,option_557.png
45,35,1,0.45,0.53,2.5,2.8,1,16.72,20.77,41.84,1.17,-10.01,5.65,51.37,-21.48,6.88,10.17,10.42,11.79,option_558.png
25,45,1,0.45,0.53,2.5,2.8,1,14.38,18.34,23.43,0.87,-22.60,-6.71,-15.23,-41.61,4.3,8.46,8.94,10.71,option_559.png
35,45,1,0.45,0.53,2.5,2.8,1,15.67,19.21,33.96,1.05,-15.66,-2.29,22.87,-29.53,5.75,9.82,9.33,11.44,option_560.png
45,45,1,0.45,0.53,2.5,2.8,1,16.92,21.77,42.65,1.22,-8.93,10.73,54.31,-18.12,7.26,9.57,10.47,11.93,option_561.png
25,25,2,0.45,0.53,2.5,2.8,1,11.9,14.81,12.93,0.19,-35.95,-24.67,-53.22,-87.25,1.24,5.53,5.25,6.43,option_562.png
35,25,2,0.45,0.53,2.5,2.8,1,12.31,13.78,18.12,0.28,-33.75,-29.91,-34.44,-81.21,1.24,4.97,4.79,5.61,option_563.png
45,25,2,0.45,0.53,2.5,2.8,1,13.1,17.05,23.25,0.38,-29.49,-13.28,-15.88,-74.50,1.31,4.45,4.55,5.42,option_564.png
25,35,2,0.45,0.53,2.5,2.8,1,11.96,14.55,13.87,0.2,-35.63,-25.99,-49.82,-86.58,1.24,5.47,5.1,6.37,option_565.png
35,35,2,0.45,0.53,2.5,2.8,1,12.11,14.73,19.01,0.29,-34.82,-25.08,-31.22,-80.54,1.26,4.82,4.59,5.76,option_566.png
45,35,2,0.45,0.53,2.5,2.8,1,13.03,17.54,24.07,0.39,-29.87,-10.78,-12.92,-73.83,1.31,4.46,4.66,5.19,option_567.png
25,45,2,0.45,0.53,2.5,2.8,1,12.01,14.59,14.47,0.21,-35.36,-25.79,-47.65,-85.91,1.24,5.47,5.09,6.39,option_568.png
35,45,2,0.45,0.53,2.5,2.8,1,12.61,14.63,19.72,0.29,-32.13,-25.58,-28.65,-80.54,1.26,5.42,4.82,5.32,option_569.png
45,45,2,0.45,0.53,2.5,2.8,1,13.37,18.08,24.69,0.4,-28.04,-8.04,-10.67,-73.15,1.31,4.58,4.57,5.06,option_570.png
25,25,0,0.25,0.33,3.5,2.8,1,12.92,19.23,13.7,0.9,-30.46,-2.19,-50.43,-39.60,2.25,6.1,6.08,8.11,option_571.png
35,25,0,0.25,0.33,3.5,2.8,1,14.1,19.54,21.83,1.25,-24.11,-0.61,-21.02,-16.11,2.79,7.24,6.31,8.29,option_572.png
45,25,0,0.25,0.33,3.5,2.8,1,15.44,20.53,29.89,1.63,-16.90,4.43,8.14,9.40,3.54,7.34,6.79,8.44,option_573.png
25,35,0,0.25,0.33,3.5,2.8,1,13.03,19.17,15.1,0.94,-29.87,-2.49,-45.37,-36.91,2.26,6.14,5.99,8.06,option_574.png
35,35,0,0.25,0.33,3.5,2.8,1,14.1,19.67,22.89,1.29,-24.11,0.05,-17.19,-13.42,2.87,6.76,6.29,7.95,option_575.png
45,35,0,0.25,0.33,3.5,2.8,1,15.39,21.31,31.03,1.66,-17.17,8.39,12.26,11.41,3.63,6.84,6.82,8.31,option_576.png
25,45,0,0.25,0.33,3.5,2.8,1,13.16,18.07,16.24,0.97,-29.17,-8.09,-41.24,-34.90,2.29,5.81,6.13,7.63,option_577.png
35,45,0,0.25,0.33,3.5,2.8,1,14.22,17.82,23.99,1.32,-23.47,-9.36,-13.21,-11.41,2.83,6.72,6.15,7.89,option_578.png
45,45,0,0.25,0.33,3.5,2.8,1,15.62,19.59,31.84,1.7,-15.93,-0.36,15.20,14.09,3.65,7,6.63,8.24,option_579.png
25,25,1,0.25,0.33,3.5,2.8,1,12.1,19.51,8.02,0.38,-34.88,-0.76,-70.98,-74.50,1.72,5.03,5.23,5.76,option_580.png
35,25,1,0.25,0.33,3.5,2.8,1,12.97,17.22,13.1,0.47,-30.19,-12.41,-52.60,-68.46,1.94,5.22,5.24,5.94,option_581.png
45,25,1,0.25,0.33,3.5,2.8,1,14.08,17.29,20.54,0.55,-24.22,-12.05,-25.69,-63.09,2.1,5.09,4.94,5.64,option_582.png
25,35,1,0.25,0.33,3.5,2.8,1,12.06,19.98,9.45,0.41,-35.09,1.63,-65.81,-72.48,1.71,4.82,4.98,5.48,option_583.png
35,35,1,0.25,0.33,3.5,2.8,1,13.08,18.22,14.68,0.49,-29.60,-7.32,-46.89,-67.11,1.94,4.81,5.01,5.9,option_584.png
45,35,1,0.25,0.33,3.5,2.8,1,14.14,18.87,21.89,0.58,-23.90,-4.02,-20.80,-61.07,2.1,5.07,4.86,5.66,option_585.png
25,45,1,0.25,0.33,3.5,2.8,1,12.23,20.01,10.72,0.44,-34.18,1.78,-61.22,-70.47,1.71,4.86,5,5.45,option_586.png
35,45,1,0.25,0.33,3.5,2.8,1,13.17,18.33,15.93,0.52,-29.12,-6.77,-42.37,-65.10,1.96,4.66,4.98,5.76,option_587.png
45,45,1,0.25,0.33,3.5,2.8,1,14.2,19.44,22.91,0.61,-23.57,-1.12,-17.11,-59.06,2.19,4.91,4.78,5.32,option_588.png
25,25,2,0.25,0.33,3.5,2.8,1,11.19,15.26,7.1,0.07,-39.77,-22.38,-74.31,-95.30,0.89,4.14,3.72,4.32,option_589.png
35,25,2,0.25,0.33,3.5,2.8,1,11.78,14,10.36,0.08,-36.60,-28.79,-62.52,-94.63,0.87,3.44,3.55,4.08,option_590.png
45,25,2,0.25,0.33,3.5,2.8,1,12.69,13.54,13.63,0.1,-31.70,-31.13,-50.69,-93.29,0.86,3.31,3.22,3.58,option_591.png
25,35,2,0.25,0.33,3.5,2.8,1,11.1,15.16,7.63,0.07,-40.26,-22.89,-72.40,-95.30,0.88,3.94,3.66,4.51,option_592.png
35,35,2,0.25,0.33,3.5,2.8,1,11.83,13.99,10.91,0.09,-36.33,-28.84,-60.53,-93.96,0.87,3.34,3.44,3.97,option_593.png
45,35,2,0.25,0.33,3.5,2.8,1,12.78,15.17,14.2,0.11,-31.22,-22.84,-48.63,-92.62,0.83,3.17,3.21,3.32,option_594.png
25,45,2,0.25,0.33,3.5,2.8,1,11.09,15.07,8.14,0.07,-40.31,-23.35,-70.55,-95.30,0.87,3.5,3.53,4.3,option_595.png
35,45,2,0.25,0.33,3.5,2.8,1,12.08,13.35,11.39,0.09,-34.98,-32.10,-58.79,-93.96,0.86,3.89,3.45,4.05,option_596.png
45,45,2,0.25,0.33,3.5,2.8,1,13.07,14.9,14.7,0.11,-29.66,-24.21,-46.82,-92.62,0.8,3.25,3.16,3.45,option_597.png
25,25,0,0.35,0.43,3.5,2.8,1,14.1,18.31,20.81,1.27,-24.11,-6.87,-24.71,-14.77,3.49,8.05,7.96,9.58,option_598.png
35,25,0,0.35,0.43,3.5,2.8,1,15.48,22.17,31.47,1.76,-16.68,12.77,13.86,18.12,4.85,9.02,8.85,10.3,option_599.png
45,25,0,0.35,0.43,3.5,2.8,1,17.12,23.35,40.08,2.27,-7.86,18.77,45.01,52.35,6.59,10.51,10.08,10.99,option_600.png
25,35,0,0.35,0.43,3.5,2.8,1,14.33,18.73,22.26,1.31,-22.87,-4.73,-19.46,-12.08,3.57,8.26,8.03,9.67,option_601.png
35,35,0,0.35,0.43,3.5,2.8,1,15.61,22.17,32.55,1.8,-15.98,12.77,17.76,20.81,5.09,8.95,8.84,10.29,option_602.png
45,35,0,0.35,0.43,3.5,2.8,1,17.15,23.44,40.9,2.32,-7.70,19.23,47.97,55.70,6.84,10.51,10.05,11.03,option_603.png
25,45,0,0.35,0.43,3.5,2.8,1,14.36,18.76,23.35,1.35,-22.71,-4.58,-15.52,-9.40,3.7,8.11,8,9.84,option_604.png
35,45,0,0.35,0.43,3.5,2.8,1,15.65,21.48,33.5,1.84,-15.77,9.26,21.20,23.49,5.3,9.47,8.56,10.63,option_605.png
45,45,0,0.35,0.43,3.5,2.8,1,17.28,22.73,41.72,2.37,-7.00,15.62,50.94,59.06,7.08,10.57,10.01,11.79,option_606.png
25,25,1,0.35,0.43,3.5,2.8,1,12.94,19,13.43,0.61,-30.36,-3.36,-51.41,-59.06,2.67,6.16,6.34,8.23,option_607.png
35,25,1,0.35,0.43,3.5,2.8,1,13.98,19.65,22.89,0.74,-24.76,-0.05,-17.19,-50.34,3.12,7.07,6.59,8.14,option_608.png
45,25,1,0.35,0.43,3.5,2.8,1,15.4,21.39,31.68,0.88,-17.12,8.80,14.62,-40.94,3.98,6.47,6.82,8.16,option_609.png
25,35,1,0.35,0.43,3.5,2.8,1,13.11,18,15.25,0.64,-29.44,-8.44,-44.83,-57.05,2.72,6.14,6.47,8.08,option_610.png
35,35,1,0.35,0.43,3.5,2.8,1,14.2,20.43,24.31,0.78,-23.57,3.92,-12.05,-47.65,3.33,6.16,6.47,8,option_611.png
45,35,1,0.35,0.43,3.5,2.8,1,15.45,22.18,32.81,0.92,-16.85,12.82,18.70,-38.26,4.18,6.15,6.82,8.03,option_612.png
25,45,1,0.35,0.43,3.5,2.8,1,13.28,18.5,16.55,0.68,-28.53,-5.90,-40.12,-54.36,2.85,6.22,6.42,7.98,option_613.png
35,45,1,0.35,0.43,3.5,2.8,1,14.33,19.49,25.48,0.82,-22.87,-0.86,-7.81,-44.97,3.45,6.94,6.53,8.15,option_614.png
45,45,1,0.35,0.43,3.5,2.8,1,15.28,21.65,33.76,0.96,-17.76,10.12,22.14,-35.57,4.34,6.77,6.74,7.96,option_615.png
25,25,2,0.35,0.43,3.5,2.8,1,11.43,15.31,10.05,0.1,-38.48,-22.13,-63.64,-93.29,1.03,4.87,4.41,5.4,option_616.png
35,25,2,0.35,0.43,3.5,2.8,1,11.95,15.19,14.37,0.13,-35.68,-22.74,-48.01,-91.28,0.97,3.77,3.71,4.66,option_617.png
45,25,2,0.35,0.43,3.5,2.8,1,12.95,13.54,18.64,0.17,-30.30,-31.13,-32.56,-88.59,0.94,3.93,3.74,4.27,option_618.png
25,35,2,0.35,0.43,3.5,2.8,1,11.39,15.17,10.71,0.1,-38.70,-22.84,-61.25,-93.29,1.02,4.27,4.14,5.11,option_619.png
35,35,2,0.35,0.43,3.5,2.8,1,12.03,14.38,15.07,0.13,-35.25,-26.86,-45.48,-91.28,0.95,3.77,3.71,4.43,option_620.png
45,35,2,0.35,0.43,3.5,2.8,1,13.1,13.76,19.28,0.17,-29.49,-30.01,-30.25,-88.59,0.95,3.61,3.49,3.77,option_621.png
25,45,2,0.35,0.43,3.5,2.8,1,11.41,15.81,11.34,0.1,-38.59,-19.58,-58.97,-93.29,0.98,4.26,3.88,4.83,option_622.png
35,45,2,0.35,0.43,3.5,2.8,1,12.25,13.81,15.66,0.14,-34.07,-29.76,-43.34,-90.60,0.94,4.26,3.71,4.38,option_623.png
45,45,2,0.35,0.43,3.5,2.8,1,13.23,13.95,19.91,0.17,-28.79,-29.04,-27.97,-88.59,0.95,3.6,3.55,3.79,option_624.png
25,25,0,0.45,0.53,3.5,2.8,1,15.3,18.64,28.26,1.52,-17.65,-5.19,2.24,2.01,5.11,9.86,9.89,11.71,option_625.png
35,25,0,0.45,0.53,3.5,2.8,1,17.02,23.21,39.45,2.11,-8.40,18.06,42.73,41.61,7.31,11.92,11.44,13.04,option_626.png
45,25,0,0.45,0.53,3.5,2.8,1,19.41,24.19,48.34,2.72,4.47,23.04,74.89,82.55,10.4,14.71,14.12,16.62,option_627.png
25,35,0,0.45,0.53,3.5,2.8,1,15.44,18.83,29.53,1.57,-16.90,-4.22,6.84,5.37,5.46,10.01,10.11,12.17,option_628.png
35,35,0,0.45,0.53,3.5,2.8,1,17.18,23.53,40.4,2.17,-7.53,19.68,46.16,45.64,7.75,12.13,11.45,13.24,option_629.png
45,35,0,0.45,0.53,3.5,2.8,1,19.43,24.42,49.22,2.78,4.57,24.21,78.08,86.58,10.95,14.53,13.98,16.87,option_630.png
25,45,0,0.45,0.53,3.5,2.8,1,15.64,19.65,30.72,1.63,-15.82,-0.05,11.14,9.40,5.72,10.07,10.09,12.37,option_631.png
35,45,0,0.45,0.53,3.5,2.8,1,17.33,22.34,41.36,2.22,-6.73,13.63,49.64,48.99,8.31,12.2,11.62,14.71,option_632.png
45,45,0,0.45,0.53,3.5,2.8,1,19.42,24.72,49.9,2.84,4.52,25.74,80.54,90.60,11.38,14.38,14.1,16.95,option_633.png
25,25,1,0.45,0.53,3.5,2.8,1,13.95,18.46,20.72,0.77,-24.92,-6.10,-25.04,-48.32,3.57,8.09,8.16,9.34,option_634.png
35,25,1,0.45,0.53,3.5,2.8,1,15.06,20.61,31.59,0.94,-18.95,4.83,14.29,-36.91,4.73,8.76,8.47,9.63,option_635.png
45,25,1,0.45,0.53,3.5,2.8,1,16.47,24.14,40.62,1.13,-11.36,22.79,46.96,-24.16,6.19,8.64,9.29,9.66,option_636.png
25,35,1,0.45,0.53,3.5,2.8,1,14.02,18.39,22.18,0.82,-24.54,-6.46,-19.75,-44.97,3.72,8.2,8.11,9.58,option_637.png
35,35,1,0.45,0.53,3.5,2.8,1,15.1,20.44,32.94,0.99,-18.73,3.97,19.18,-33.56,5.02,8.17,8.39,9.67,option_638.png
45,35,1,0.45,0.53,3.5,2.8,1,16.49,23.85,41.8,1.18,-11.25,21.31,51.23,-20.81,6.53,8.98,9.19,9.39,option_639.png
25,45,1,0.45,0.53,3.5,2.8,1,14.08,18.38,23.49,0.87,-24.22,-6.51,-15.01,-41.61,3.96,7.81,8.08,9.81,option_640.png
35,45,1,0.45,0.53,3.5,2.8,1,15.25,20.6,33.99,1.05,-17.92,4.78,22.97,-29.53,5.34,8.21,8.22,10.02,option_641.png
45,45,1,0.45,0.53,3.5,2.8,1,16.47,24.19,42.7,1.23,-11.36,23.04,54.49,-17.45,6.88,8.93,8.92,9.52,option_642.png
25,25,2,0.45,0.53,3.5,2.8,1,11.63,15.96,13,0.19,-37.41,-18.82,-52.97,-87.25,1.21,5.03,4.57,5.68,option_643.png
35,25,2,0.45,0.53,3.5,2.8,1,12.38,15.26,18.2,0.28,-33.37,-22.38,-34.15,-81.21,1.19,4.42,4.21,4.97,option_644.png
45,25,2,0.45,0.53,3.5,2.8,1,13.48,18.43,23.29,0.38,-27.45,-6.26,-15.74,-74.50,1.14,3.92,3.8,4.09,option_645.png
25,35,2,0.45,0.53,3.5,2.8,1,11.82,15.51,13.8,0.2,-36.38,-21.11,-50.07,-86.58,1.22,4.89,4.57,5.4,option_646.png
35,35,2,0.45,0.53,3.5,2.8,1,12.37,17.79,19.11,0.29,-33.42,-9.51,-30.86,-80.54,1.19,4.13,4.1,4.34,option_647.png
45,35,2,0.45,0.53,3.5,2.8,1,13.58,17.67,24.08,0.39,-26.91,-10.12,-12.88,-73.83,1.15,3.84,3.81,4.26,option_648.png
25,45,2,0.45,0.53,3.5,2.8,1,11.74,16.26,14.52,0.2,-36.81,-17.29,-47.47,-86.58,1.21,4.68,4.44,5.34,option_649.png
35,45,2,0.45,0.53,3.5,2.8,1,12.37,17.49,19.75,0.29,-33.42,-11.04,-28.55,-80.54,1.21,4.13,4.01,4.51,option_650.png
45,45,2,0.45,0.53,3.5,2.8,1,13.3,18.38,24.7,0.4,-28.42,-6.51,-10.64,-73.15,1.16,3.92,4,4.18,option_651.png
